ID,URN,Passage_SHA256,Primary_Text,Meter,Pattern,Caesura,Tier,Source
m-952ad39f34c6,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1572,db3f22c56155c997869e6ee69de923a8f5ffd0a7af94d377ffd21822903a314a,φωνήσας πόντον τε καὶ ἀγχιβαθὲς στόμα λίμνης·,dactylic hexameter,--- -- u u -uu- uu --,"masculine penthemimeral, trithemimeral",gold-derived,hypotactic
m-a72f187791cb,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1573,726e67f2fcd41dc5f5c88fc187529b092efc11b21e4e1dbfc7ebc0e786529284,"‘κείνη μὲν πόντοιο διήλυσις, ἔνθα μάλιστα",dactylic hexameter,-- - --u u-uu -u u--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-5076a1efafac,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1574,b4b2f9f22d0b826124a54154a7fb6e6f94f1c1f4bdb1c2fa5cdab60221785679,βένθος ἀκίνητον μελανεῖ· ἑκάτερθε δὲ λευκαὶ,dactylic hexameter,-u u--- uu- uu-u u --,"masculine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-f6051f031873,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1575,b16c2fbefb71ce866bd34731ddb9b1a05eb4f0d1d438ce021624da67ea8ee39d,ῥηγμῖνες φρίσσουσι διαυγέες· ἡ δὲ μεσηγὺ,dactylic hexameter,--- --u u-uu - u u--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-75ad0bdd6821,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1576,c97d00de4adb30b43b01bfe9295fd004d6874c146e0c95f678d56caef21eecd8,ῥηγμίνων στεινὴ τελέθει ὁδὸς ἐκτὸς ἐλάσσαι.,dactylic hexameter,--- -- uu- uu -u u--,"masculine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-982e4736efd7,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1577,b9e60d957373e48b7230d3ef04f73ab5d9606378a9094b9aa991265b363b0d06,κεῖνο δʼ ὑπηέριον θείην Πελοπηίδα γαῖαν,dactylic hexameter,-u u-uu- -- uu-uu --,"masculine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-8751536dbb93,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1578,6ea276918b97d88473ca5246c66200dbad79e2c5c7c6d5b26d1c03b870cddd63,εἰσανέχει πέλαγος Κρήτης ὕπερ· ἀλλʼ ἐπὶ χειρὸς,dactylic hexameter,-uu- uu- -- uu - uu --,"masculine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-3373ca8c4174,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1579,991ec240dd5b613394b9ab9af2b1144b2c487c059aacc8c27e94098f25554584,"δεξιτερῆς, λίμνηθεν ὅτʼ εἰς ἁλὸς οἶδμα βάλητε,",dactylic hexameter,-uu- --u u - uu -u u--,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-b79a6d8b9cb8,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.158,cffdac2996160b48a14379ef41f4e3e1ed0c37381d39dd12a7ed34a3a696121c,ῥαῖνε κατʼ ὀφθαλμῶν· περί τʼ ἀμφί τε νήριτος ὀδμὴ,dactylic hexameter,-u u --- uu -u u -uu --,masculine penthemimeral,gold-derived,hypotactic
m-3e1fe371b141,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1580,1a9546f666a65b6b4dcd435f43b91335fa47ba8bfac8de0d58a645486d833c09,"τόφρʼ αὐτὴν παρὰ χέρσον ἐεργμένοι ἰθύνεσθε,",dactylic hexameter,- -- uu -u u-uu ----,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-def542af5602,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1581,215d4ffa73df34293018a1c857b908ca510b4a537728520526386eb531baecff,ἔστʼ ἂν ἄνω τείνῃσι· περιρρήδην δʼ ἑτέρωσε,dactylic hexameter,- u u- --u u--- uu--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-e94657a06037,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1582,7d2779e6db2f378908714e2b2367f8497150465866d59476aac9ffdf495eb1a6,"κλινομένης χέρσοιο, τότε πλόος ὔμμιν ἀπήμων",dactylic hexameter,-uu- --u u- uu -u u--,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-a14e7d3409ce,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1583,2b0e7d6cfc8df1db4fdf14b60340f819f9d7b70c3aecf6f7a81498b77406ae1a,ἀγκῶνος τέτατʼ ἰθὺς ἀπὸ προύχοντος ἰοῦσιν.,dactylic hexameter,--- uu -u u- --u u--,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-9e1366a24dfb,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1584,ddb508d445c0bcfefd511eb4d912a07f7bc2f0f14ea5ee5bffd759729baf3a3e,"ἀλλʼ ἴτε γηθόσυνοι, καμάτοιο δὲ μήτις ἀνίη",dactylic hexameter,- uu -uu- uu-u u -u u--,masculine penthemimeral,gold-derived,hypotactic
m-4ba41a54f6ca,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1585,9300ea678971263cdda4495c56e4e0d9bbe73057ac29e904489db6124b85c1a6,"γιγνέσθω, νεότητι κεκασμένα γυῖα μογῆσαι.’",dactylic hexameter,--- uu-u u-uu -u u--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-3af6ba6b44e5,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1586,ac2c3f31f7fbe907ad09b09e977b0b91e57a2ca4e614073b6b61e5e0c18d040a,Ἴσκεν ἐυφρονέων· οἱ δʼ αἶψʼ ἐπὶ νηὸς ἔβησαν,dactylic hexameter,-u u-uu- - - uu -u u--,"masculine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-adc6a06ce061,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1587,8f9a1ef3d5b8f9554f6871c59980fe4c4feb8517184ae3445a6970d37a9f82ab,λίμνης ἐκπρομολεῖν λελιημένοι εἰρεσίῃσιν.,dactylic hexameter,-- -uu- uu-uu -uu--,masculine penthemimeral,gold-derived,hypotactic
m-a9a853e21051,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1588,d51591b948033c57f6bca3d255e11c56bf6484155200fd9dcaadc0d7ee0066ba,καὶ δὴ ἐπιπρονέοντο μεμαότες· αὐτὰρ ὁ τείως,dactylic hexameter,- u u-uu-u u-uu -u u --,feminine penthemimeral,gold-derived,hypotactic
m-39e2d9c74547,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1589,62390db7a05c4da44e5cce215327b765dcc112b94272df040b5e89708609f0d0,"τρίτων ἀνθέμενος τρίποδα μέγαν, εἴσατο λίμνην",dactylic hexameter,-- -uu- uu- uu -uu --,"masculine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-366daf223091,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.159,8eaa2eb107601aab4eb8502af996b2d43dd5b62892b7313bc8c74fa9c98163c1,φαρμάκου ὕπνον ἔβαλλε· γένυν δʼ αὐτῇ ἐνὶ χώρῃ,dactylic hexameter,-uu -u u-u u- -- uu --,"feminine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-fe0abc21107c,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1590,d4ec1c1c2c0f979b03e1a67c6d6d11ef683f4a356f60b5ea968a566485b3aae5,"εἰσβαίνειν· μετὰ δʼ οὔτις ἐσέδρακεν, οἷον ἄφαντος",dactylic hexameter,--- uu -u u-uu -u u--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-8e06be5a64b9,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1591,f7b02f6b87c740de9981e03e0fef11c4ad8952ee56d07c499b2f7f97e4cc4317,αὐτῷ σὺν τρίποδι σχεδὸν ἔπλετο. τοῖσι δʼ ἰάνθη,dactylic hexameter,-- - uu- uu -uu -u u--,"masculine penthemimeral, trithemimeral",gold-derived,hypotactic
m-abf450b2cb8c,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1592,1ba1f9f2c689ba690d5c77ea75fa37966f9add209ad7b3519d412b2c42507259,"θυμός, ὃ δὴ μακάρων τις ἐναίσιμος ἀντεβόλησεν.",dactylic hexameter,-u u - uu- u u-uu -uu--,"masculine penthemimeral, trithemimeral",gold-derived,hypotactic
m-ff6ee6bf295f,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1593,fd8aef38f677b4436bf40bb04870bcf11b0ddf41d7416f6f05ec2d1ec187df64,καί ῥά οἱ Αἰσονίδην μήλων ὅ τι φέρτατον ἄλλων,dactylic hexameter,- u u -uu- -- u u -uu --,"masculine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-22215d7d7464,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1594,a81c1ecf8e8543d05cffa82137b3d9b915a8027c2d518fad1d581925ac269786,ἤνωγον ῥέξαι καὶ ἐπευφημῆσαι ἑλόντα.,dactylic hexameter,--- -- u u---u u--,"masculine penthemimeral, trithemimeral",gold-derived,hypotactic
m-07f711e52f8f,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1595,44a6f608c11d39ee59897308752a85d7bbfc9073f34a5d826cacb5a3468538e7,"αἶψα δʼ ὅ γʼ ἐσσυμένως ἐκρίνατο, καί μιν ἀείρας",dactylic hexameter,-u u -uu- --uu - u u--,masculine penthemimeral,gold-derived,hypotactic
m-2970d0a1b1d6,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1596,31d179adc84af2c4ce78b7f0bd4389979279d909426b93b06514737254bcd09b,"σφάξε κατὰ πρύμνης, ἐπὶ δʼ ἔννεπεν εὐχωλῇσιν·",dactylic hexameter,-u u- -- uu -uu ----,"masculine penthemimeral, trithemimeral",gold-derived,hypotactic
m-b188484a7e32,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1597,60324e388857e3b4ca138f88a684d47ba485e6ae75e205a3e38e6a5d8ab94ced,"‘δαῖμον, ὅτις λίμνης ἐπὶ πείρασι τῆσδʼ ἐφαάνθης,",dactylic hexameter,-u u- -- uu -uu - uu--,"masculine penthemimeral, trithemimeral",gold-derived,hypotactic
m-c1612c7d03e7,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1598,15b08a556da510f7a0d1d8b8c9676ab6a6c2879271cea074d8ca6175d8e7f9e2,"εἴτε σέ γε Τρίτωνʼ, ἅλιον τέρας, εἴτε σε Φόρκυν,",dactylic hexameter,-u u - -- uu- uu -u u --,"masculine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-b330568f396e,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1599,de131c744d93b74a27965d194e630358694295fcb6cd13e4bd5b08fc5bcf4e93,"ἢ Νηρῆα θύγατρες ἐπικλείουσʼ ἁλοσύδναι,",dactylic hexameter,- --u u-u u--- uu--,feminine penthemimeral,gold-derived,hypotactic
m-f9ec43f66d26,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.16,c6695e1d93882f55147d8f0cef996eff79b719cec01beecd4a5e3f8652328521,τάρβει δʼ ἀμφιπόλους ἐπιίστορας· ἐν δέ οἱ ὄσσε,dactylic hexameter,-- -uu- uu-uu - u u --,masculine penthemimeral,gold-derived,hypotactic
m-2b36498bbdcc,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.160,5fbf3f136f8a297b5c52fde5590838585ba8d472bb6cc333117cbbb4c513928d,θῆκεν ἐρεισάμενος· τὰ δʼ ἀπείρονα πολλὸν ὀπίσσω,dactylic hexameter,-u u-uu- u u-uu -u u--,masculine penthemimeral,gold-derived,hypotactic
m-43cbaf5aa0c3,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1600,014a64a79ee1298d866e7425b9cb660340cc1865ec4fb836b9e7c563e680ef2b,"ἵλαθι, καὶ νόστοιο τέλος θυμηδὲς ὄπαζε.’",dactylic hexameter,-uu - --u u- --u u--,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-2869b7c5a58e,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1601,f30fb672f0e151c64af0fe913ce31b5440ad1940571408e6967475e0335888da,"ἦ ῥʼ ,ἅμα δʼ εὐχωλῇσιν ἐς ὕδατα λαιμοτομήσας",dactylic hexameter,- uu ---u u -uu -uu--,feminine penthemimeral,gold-derived,hypotactic
m-143f39b9f2b2,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1602,a85f96f20970f1e6b03d911cdac1d00f4357cf3364fc52e10072b95fd84673ef,ἧκε κατὰ πρύμνης· ὁ δὲ βένθεος ἐξεφαάνθη,dactylic hexameter,-u u- -- u u -uu -uu--,"masculine penthemimeral, trithemimeral",gold-derived,hypotactic
m-dea586044d5a,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1603,e3ccda2066a5ba375fd1f9bd250cb11bc87097a9fa7189c2814cdc58a7cb3553,"τοῖος ἐών, οἷός περ ἐτήτυμος ἦεν ἰδέσθαι.",dactylic hexameter,-u u- -- u u-uu -u u--,"masculine penthemimeral, trithemimeral",gold-derived,hypotactic
m-5bcd1be66958,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1604,03da8d68d63c9e4e00303792dcf7281942a8eb448481094773a6e380a35c969f,ὡς δʼ ὅτʼ ἀνὴρ θοὸν ἵππον ἐς εὐρέα κύκλον ἀγῶνος,dactylic hexameter,- u u- uu -u u -uu -u u--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-4caba65faef3,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1605,06a387834aefffcf16d3a5c9deed4067b00fc5c617358d85bae4819133e5fa7d,"στέλλῃ, ὀρεξάμενος λασίης εὐπειθέα χαίτης,",dactylic hexameter,-u u-uu- uu- --uu --,"masculine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-288872939632,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1606,6cd3a9b4c3f21a9ae557c813934becd404371dea4a1b27f6e2932eadf27cfed3,"εἶθαρ ἐπιτροχάων, ὁ δʼ ἐπʼ αὐχένι γαῦρος ἀερθεὶς",dactylic hexameter,-u u-uu- u u -uu -u u--,masculine penthemimeral,gold-derived,hypotactic
m-d7f5b6202521,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1607,f6104dd5ef77659c9dcc6e099d65346dcf98cbbb5d1f3f23461d72b598d96f69,"ἕσπεται, ἀργινόεντα δʼ ἐνὶ στομάτεσσι χαλινὰ",dactylic hexameter,-uu -uu-u u- uu-u u--,"feminine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-516643888df8,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1608,4b59967c777ff8a082e0091d3b9a9225e922e031dc3808928c6794b394c8ede3,ἀμφὶς ὀδακτάζοντι παραβλήδην κροτέονται·,dactylic hexameter,-u u---u u--- uu--,feminine penthemimeral,gold-derived,hypotactic
m-d10223134e54,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1609,c36219021f8eb3e277d0a88b87ad7351ddce898c64764b99798e5490e190e2cf,ὧς ὅ γʼ ἐπισχόμενος γλαφυρῆς ὁλκήιον Ἀργοῦς,dactylic hexameter,- u u-uu- uu- --uu --,"masculine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-c4d672aaeacf,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.161,543d153e3fa800a798b28a0bca5f9fa6df05688ea678b6aec4104ac392fa67a0,κύκλα πολυπρέμνοιο διὲξ ὕλης τετάνυστο.,dactylic hexameter,-u u---u u- -- uu--,"feminine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-e34667186f99,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1610,4666fb3705c560310cae3ee552a7a5ccc1c69734c32109fa07133da7d5c2b61e,ἦ γʼ ἅλαδε προτέρωσε. δέμας δέ οἱ ἐξ ὑπάτοιο,dactylic hexameter,- uu- uu-u u- u u - uu--,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-8817eccb001d,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1611,2366da10ea0e717dee1b49403655737558132e77db3744deec14bc0f60cabeb2,"κράατος, ἀμφί τε νῶτα καὶ ἰξύας ἔστʼ ἐπὶ νηδὺν",dactylic hexameter,-uu -u u -u u -uu - uu --,feminine penthemimeral,gold-derived,hypotactic
m-849960857b42,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1612,744496d5f3119b8b21709b7fec504efd4dcbb7c043dd37691b994afbeda87bea,ἀντικρὺ μακάρεσσι φυὴν ἔκπαγλον ἔικτο·,dactylic hexameter,--- uu-u u- --u u--,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-daacdc877cae,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1613,8da88c7ac98ecf7650394aaa6a806e40750225098f4aa445035103358bae10be,αὐτὰρ ὑπαὶ λαγόνων δίκραιρά οἱ ἔνθα καὶ ἔνθα,dactylic hexameter,-u u- uu- --u u -u u --,"masculine penthemimeral, trithemimeral",gold-derived,hypotactic
m-54cb044a1cc8,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1614,d6dd4b92d555789b72e9401272a62f36411a5c5fb304fe0e70a4a264b895293d,κήτεος ὁλκαίη μηκύνετο· κόπτε δʼ ἀκάνθαις,dactylic hexameter,-uu --- --uu -u u--,masculine penthemimeral,gold-derived,hypotactic
m-2abab12371f0,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1615,dcc55b2ee827e70682c035e3174b082635a223d7a4ecc23a2b1504d7a6cb74a2,"ἄκρον ὕδωρ, αἵ τε σκολιοῖς ἐπινειόθι κέντροις",dactylic hexameter,-u u- - - uu- uu-uu --,"masculine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-6f45357a6ad7,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1616,c58e32d57bc614a706db04fef80bab772d46ab86c501ba97cce1140b5812c447,μήνης ὡς κεράεσσιν ἐειδόμεναι διχόωντο.,dactylic hexameter,-- - uu-u u-uu- uu--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-20c9f2da2e1c,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1617,1bb05ac3f2f04c3ee5e076ab80a2167e4fcb109b70dd27579512d309688a7e3a,"τόφρα δʼ ἄγεν, τείως μιν ἐπιπροέηκε θαλάσσῃ",dactylic hexameter,-u u- -- u u-uu-u u--,"masculine penthemimeral, trithemimeral",gold-derived,hypotactic
m-8aace24b50bc,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1618,ee7773fcb3b4270feee118dc02bf30b11a08d626abfb24de4b8d656e69f0820f,νισσομένην· δῦ δʼ αἶψα μέγαν βυθόν· οἱ δʼ ὁμάδησαν,dactylic hexameter,-uu- - -u u- uu - uu--,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-b94c11385f42,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1619,82537410b75a6499a9494e30ec02508444c204303a081c1b133a681506048ab3,"ἥρωες, τέρας αἰνὸν ἐν ὀφθαλμοῖσιν ἰδόντες.",dactylic hexameter,--- uu -u u ---u u--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-813f9bbb4148,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.162,563d7e92539488a6074ae6b2e8ccabd964276e48cbb9d32b9baa67940228f267,"ἔνθα δʼ ὁ μὲν χρύσειον ἀπὸ δρυὸς αἴνυτο κῶας,",dactylic hexameter,-u u - --u u- uu -uu --,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-317565c405fe,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1620,c33bb06b29916021f1ea49e5d77b24844f5089b7d23afb5bbb2ee61ac0e2af8f,ἔνθα μὲν Ἀργῷός τε λιμὴν καὶ σήματα νηὸς,dactylic hexameter,-u u --- u u- - -uu --,"masculine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-8f3e90407e3b,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1621,b17ecd523dfb9bd0a1e76b39410257970db409d6cedc15f03e1312c8363e96f8,ἠδὲ Ποσειδάωνος ἰδὲ Τρίτωνος ἔασιν,dactylic hexameter,-u u---u u- --u u--,"feminine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-f3e86af7160d,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1622,59e5cbd3788765bce6b954c9aea43154f0feaf701b3cca55e35f5e25435c6f98,βωμοί· ἐπεὶ κεῖνʼ ἦμαρ ἐπέσχεθον. αὐτὰρ ἐς ἠῶ,dactylic hexameter,-u u- - -u u-uu -u u --,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-cb3abefc730f,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1623,53e060424ea6a209e14e47d296311882d5609d1207854ef51a5d2a52bc56a618,λαίφεσι πεπταμένοις αὐτὴν ἐπὶ δεξίʼ ἔχοντες,dactylic hexameter,-uu -uu- -- uu -u u--,"masculine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-6dc425906261,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1624,dd8f1f12b5a332f4f97712da19da3e57c527b111799fd66d27a44914070d2168,"γαῖαν ἐρημαίην, πνοιῇ ζεφύροιο θέεσκον.",dactylic hexameter,-u u--- -- uu-u u--,"masculine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-e309df7a20ad,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1626,46dcd6bcd1fc30ce8dbc9f0b130675f138794d1571a53bd0a8c4c3b5466c0c3c,κεκλιμένην ἀγκῶνος ὕπερ προύχοντος ἴδοντο.,dactylic hexameter,-uu- --u u- --u u--,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-775d6e1e48a1,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1627,db214d6c5577517b15598e6f84100f2adf75de2e8d1d494506987bbb15c910bf,"αὐτίκα δὲ ζέφυρος μὲν ἐλώφεεν, ἤλυθε δʼ αὔρη",dactylic hexameter,-uu - uu- u u-uu -uu --,"masculine penthemimeral, trithemimeral",gold-derived,hypotactic
m-54092bb8d539,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1628,d71898f0b1db166ec6a36069c6504b888f3946551ee8885b55e0cad3f9f7af2a,ἀργέσταο νότου· κεχάροντο δὲ θυμὸν ἰωῇ.,dactylic hexameter,---u u- uu-u u -u u--,masculine penthemimeral,gold-derived,hypotactic
m-4d6e65ac7b68,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1629,a3efab765eafb1cfc88e436a30a5d594baf2b554763f5e625ba5dec92de8e9fc,"ἦμος δʼ ἠέλιος μὲν ἔδυ, ἀνὰ δʼ ἤλυθεν ἀστὴρ",dactylic hexameter,-- -uu- u u- uu -uu --,"masculine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-7a47ca43d0a3,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.163,87865af729d1c52730cef4bc3460dad0532cc39cfea8b9249fa8fe51e9c3d1b6,κούρης κεκλομένης· ἡ δʼ ἔμπεδον ἑστηυῖα,dactylic hexameter,-- -uu- - -uu ----,masculine penthemimeral,gold-derived,hypotactic
m-4703883e96d4,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1630,7c18b747cd016355c400b419ec519b40a608a1be07035b8b615f669f704fe8c3,"αὔλιος, ὅς τʼ ἀνέπαυσεν ὀιζυροὺς ἀροτῆρας,",dactylic hexameter,-uu - uu-u u--- uu--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-72cd7914721e,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1631,9ae9809545f20f618ddb28e3ccd73d4950a64e26aea1afa84990021e6c2204b0,δὴ τότʼ ἔπειτʼ ἀνέμοιο κελαινῇ νυκτὶ λιπόντος,dactylic hexameter,- u u- uu-u u-- -u u--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-c26a7f5079b4,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1632,18cd2d52993ca4187c184db180980aa8b803c25e9b47481f860b12994f5492b3,ἱστία λυσάμενοι περιμήκεά τε κλίναντες,dactylic hexameter,-uu -uu- uu-uu - ---,masculine penthemimeral,gold-derived,hypotactic
m-6ed6c92840b7,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1633,322ce547f2a54dc6050484c8f7bddc8ab4ac31cafccbe397e516fb99f4c36e97,"ἱστόν, ἐυξέστῃσιν ἐπερρώοντʼ ἐλάτῃσιν",dactylic hexameter,-u u---u u--- uu--,feminine penthemimeral,gold-derived,hypotactic
m-c39d0216b7f5,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1634,2f0c88ae40386f790098d637af118f542054adea2ab0230f6073ff9f403ea7c0,"παννύχιοι καὶ ἐπʼ ἦμαρ, ἐπʼ ἤματι δʼ αὖτις ἰοῦσαν",dactylic hexameter,-uu- u u -u u -uu -u u--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-f511ed839a2c,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1635,5dab12438dd78d52bfaa646016846cf22b0f653b302edada7c87d64d1f93f765,νύχθʼ ἑτέρην. ὑπέδεκτο δʼ ἀπόπροθι παιπαλόεσσα,dactylic hexameter,- uu- uu-u u-uu -uu--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-196d0cacd998,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1636,c84602dfb9a0c86effee3377e974192ad8a8518c18646bbbc612e2199bc5efcd,Κάρπαθος· ἔνθεν δʼ οἵγε περαιώσεσθαι ἔμελλον,dactylic hexameter,-uu -- -u u---u u--,feminine penthemimeral,gold-derived,hypotactic
m-1a79712dbe0e,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1637,59f10d4b23108b6e83d0fb8fb5f1dfd3280a2a18b3420d6f70d75de163eb287c,"Κρήτην, ἥ τʼ ἄλλων ὑπερέπλετο εἰν ἁλὶ νήσων.",dactylic hexameter,-- - -- uu-uu - uu --,"masculine penthemimeral, trithemimeral",gold-derived,hypotactic
m-70a685ee8704,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1638,d6c484d078910f186cd5164eb142bca54986c0a51f2edb073d8a5985200a1a9f,"τοὺς δὲ Τάλως χάλκειος, ἀπὸ στιβαροῦ σκοπέλοιο",dactylic hexameter,- u u- --u u- uu- uu--,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-922a235f5f97,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:4.1639,82d0fed79b613631421dc6b80ca58f7e5f44e6aef6f84d2cf8508dd01d3014d7,"ῥηγνύμενος πέτρας, εἶργε χθονὶ πείσματʼ ἀνάψαι,",dactylic hexameter,-uu- -- -- uu -u u--,"masculine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
